id,denominacion,codigo,provincia,municipio,caracterizacion
9123,Ermita de San Antonio,01180990002,Granada,Huétor de Santillán,Arquitectónica
190688,Acequia del Haza del Rey,01180990008,,,Etnológica
219914,Acequia del Batán,01180990009,,,Etnológica
219901,Acequia de Huétor Santillán,01180990010,,,Etnológica
219911,Acueducto de la Acequia de Haza del Rey,01180990011,,,Arquitectónica
220049,Puente de la Colonia del rio,01180990012,,,Arquitectónica
220056,Puente sobre el Darro en Huetor Santillán,01180990013,,,Arquitectónica
219937,Camino de la Fuente de los Porqueros,01180990015,,,Etnológica
226663,Vegas altas del Darro,01180990021,,,Etnológica
226664,Huertas del Arroyo Carchite,01180990022,,,Etnológica
226676,Cultivos aterrazados de Huétor Santillán,01180990023,,,Etnológica
226691,Conglomerados de la Loma del Peñón Chico,01180990024,,,Etnológica
226697,Soto de la Fuente del Porquero,01180990025,,,Etnológica
226741,Pinares autóctonos de Huétor,01180990026,,,Etnológica
226776,Manantial de Fuente Grande,01180990028,,,Etnológica
226775,Manantial de los Porqueros,01180990029,,,Etnológica
226779,Sotos de Huétor,01180990030,,,Etnológica
226780,Soto del Carchite,01180990031,,,Etnológica
226757,Dolomías del Cerro de la Cruz,01180990032,,,Etnológica
226774,Tobas de los Porqueros,01180990034,,,Etnológica
226756,Dolomías de Cuesta de Bolones,01180990035,,,Etnológica
320089,Sector Cabeceras del Darro,01180990036,,,Etnológica
347569,Huétor de Santillán 1,01180990037,,,Arqueológica
347294,Terraza de Huétor,01180990040,,,Arqueológica
9124,Iglesia Parroquial,01181000001,Granada,Huétor Tájar,Arquitectónica
22116,Castillo de Huétor,01181000002,Granada,Huétor Tájar,"Arqueológica, Arquitectónica"
22117,Castillo de Tájara,01181000005,Granada,Huétor Tájar,"Arqueológica, Arquitectónica"
170767,Casería,01181000006,,,"Arquitectónica, Etnológica"
171001,Cortijo del Cárcamo Bajo,01181000007,,,"Arquitectónica, Etnológica"
196945,Amarguillos,01181000013,Granada,Huétor Tájar,Arqueológica
347557,Huétor Tajar 1,01181000014,,,Arqueológica
347229,Huétor Tájar 2,01181000015,,,Arqueológica
347504,Huétor Tájar 3,01181000016,,,Arqueológica
347197,Huétor Tájar 4,01181000017,,,Arqueológica
347604,Venta Nueva,01181000018,,,Arqueológica
347203,Los Tejares II,01181000019,,,Arqueológica
347545,Los Tejares,01181000020,,,Arqueológica
9125,Iglesia de la Encarnación,01181010001,Granada,Huétor Vega,Arquitectónica
14893,Barranco del Tio Gabriel,01181010002,Granada,Huétor Vega,Arqueológica
14894,Villa romana de Huétor Vega,01181010003,Granada,Huétor Vega,Arqueológica
21056,Castillo,01181020001,Granada,Íllora,"Arqueológica, Arquitectónica"
128,Torre de Clementino,01181020002,Granada,Íllora,"Arqueológica, Arquitectónica"
129,Iglesia de la Encarnación,01181020003,Granada,Íllora,Arquitectónica
119,"Casa en calle Real, nº 9",01181020004,Granada,Íllora,Arquitectónica
9126,Torre de Jorbes,01181020007,Granada,Íllora,"Arqueológica, Arquitectónica"
9127,Torre del Charcón,01181020008,Granada,Íllora,"Arqueológica, Arquitectónica"
22126,Torre de la Encantada,01181020009,Granada,Íllora,"Arqueológica, Arquitectónica"
4194,Dólmenes,01181020010,Granada,Íllora,Arqueológica
125,Vivienda 0011,01181020011,Granada,Íllora,Etnológica
116,Vivienda 0012,01181020012,Granada,Íllora,Etnológica
14895,Dolmen de la Pedriza de los Marjales,01181020013,Granada,Íllora,Arqueológica
14896,Dolmen de la Loma de Ciaco,01181020014,Granada,Íllora,Arqueológica
20005,Dolmen de la Pedriza de Guirao,01181020015,Granada,Íllora,Arqueológica
22121,Torre de la Mesa,01181020016,Granada,Íllora,"Arqueológica, Arquitectónica"
22120,Torre de la Gallina,01181020017,Granada,Íllora,"Arqueológica, Arquitectónica"
22122,Torre del Hachuelo,01181020018,Granada,Íllora,"Arqueológica, Arquitectónica"
170971,Cortijo de San José,01181020019,,,"Arquitectónica, Etnológica"
171014,Cortijo de Turilla,01181020020,,,"Arquitectónica, Etnológica"
171003,Cortijo del Menchón Bajo,01181020021,,,"Arquitectónica, Etnológica"
171403,Soto de Roma,01181020022,,,"Arquitectónica, Etnológica"
198432,Molino de la Torre de Alomartes,01181020029,Granada,Íllora,"Arquitectónica, Etnológica"
291612,Torre del Morrón,01181020030,,,"Arqueológica, Arquitectónica"
291550,El Alberconcillo,01181020031,,,Arqueológica
291536,Necrópolis del Pago de la Capellanía,01181020032,,,Arqueológica
291650,Necrópolis de Tocón,01181020033,,,Arqueológica
291520,Los Albercones,01181020034,,,Arqueológica
291524,Alomartes,01181020035,,,"Arqueológica, Arquitectónica"
291678,Cueva del Moral,01181020037,,,Arqueológica
291683,Escóznar,01181020038,,,Arqueológica
291675,Fuente Parapanda,01181020039,,,Arqueológica
291519,Fuente de los Terreros,01181020040,,,Arqueológica
291686,Tajo del Sol,01181020041,,,Arqueológica
291510,Las Torrecillas,01181020042,,,Arqueológica
291541,Cerro Cortijo Breña,01181020043,,,Arqueológica
347192,Vitas,01181020100,,,Arqueológica
347249,Vega de Juan Arcos,01181020101,,,Arqueológica
347518,Camino del Baño,01181020102,,,Arqueológica
347189,El Toruno,01181020103,,,Arqueológica
347529,El Caserón,01181020104,,,Arqueológica
347428,La Encantada,01181020105,,,Arqueológica
347150,Los Villares 2,01181020106,,,Arqueológica
347425,Hazas de la Fuente,01181020107,,,Arqueológica
9128,Ermita de Nuestra Señora de la Salud,01181030001,Granada,Ítrabo,Arquitectónica
171357,Molino de harina y aceite en la Vega Baja,01181030003,,,"Arquitectónica, Etnológica"
115,Iglesia de Nuestra Señora de los Remedios,01181050001,Granada,Iznalloz,Arquitectónica
22127,Castillo,01181050007,Granada,Iznalloz,"Arqueológica, Arquitectónica"
4195,Cueva del Agua de Prado Negro,01181050008,Granada,Iznalloz,Arqueológica
4196,Abrigo de Julio Martínez,01181050009,Granada,Iznalloz,Arqueológica
14899,Haza de La Cabaña,01181050012,Granada,Iznalloz,Arqueológica
4197,Loma del Rubio,01181050013,Granada,Iznalloz,Arqueológica
14900,Llano de la Venta de la Nava,01181050014,Granada,Iznalloz,Arqueológica
14873,Conjunto del Paleolítico Medio,01181050015,Granada,Iznalloz,Arqueológica
14874,Puerto de Onitar,01181050016,Granada,Iznalloz,Arqueológica
14875,Iz-18,01181050017,Granada,Iznalloz,Arqueológica
4198,Peñón del Asno,01181050018,,,Arqueológica
4199,Cueva del Frage,01181050019,Granada,Iznalloz,Arqueológica
4184,Cueva del Agua,01181050020,Granada,Iznalloz,Arqueológica
4185,Portillo del Toril,01181050022,Granada,Iznalloz,Arqueológica
14877,Loma de Los Pedernales,01181050023,,,Arqueológica
22128,Torre de Poloria,01181050026,Granada,Iznalloz,"Arqueológica, Arquitectónica"
22129,Castillo de Barcinas,01181050027,Granada,Iznalloz,"Arqueológica, Arquitectónica"
170727,Barcinas,01181050028,,,"Arquitectónica, Etnológica"
170843,Cortijo de Escalona,01181050029,,,"Arquitectónica, Etnológica"
252617,Puente del Minda en Iznalloz,01181050033,,,Arquitectónica
252619,Puente romano en Iznalloz,01181050034,,,Arquitectónica
252628,Puente en Iznalloz sobre el río Cubillas,01181050035,,,Arquitectónica
252657,Puente en la C-336  sobre el río Cubillas,01181050036,,,Arquitectónica
291531,Andar,01181050037,,,Arqueológica
273093,Abrigo del Cerro del Jinestral,01181050038,,,Arqueológica
273130,Abrigo de Montserrat Martínez,01181050039,,,Arqueológica
273133,Abrigo de Las Angustias,01181050040,,,Arqueológica
347349,Cortijo de La Trinca I,01181050043,,,Arqueológica
347128,Cortijo de La Trinca II,01181050044,,,Arqueológica
347375,Faucena I,01181050045,,,Arqueológica
347107,Molino de Faucena,01181050046,,,Arqueológica
347110,Abrigo II de la Sima del Duende,01181050048,,,Arqueológica
347379,El Cuatrocientos dos,01181050050,,,Arqueológica
197121,Los Tranquilos,01181060001,,,Arqueológica
114,Vivienda 0001,01181070001,Granada,Jayena,Etnológica
113,Vivienda 0002,01181070002,Granada,Jayena,Etnológica
112,Vivienda 0003,01181070003,Granada,Jayena,Etnológica
9129,Molino de San José,01181070004,Granada,Jayena,Etnológica
14878,Baños árabes,01181080001,Granada,Jérez del Marquesado,"Arqueológica, Arquitectónica"
9130,Iglesia de Nuestra Señora de la Anunciación,01181080002,Granada,Jérez del Marquesado,"Arquitectónica, Etnológica"
22133,Torre medieval,01181080003,,,"Arqueológica, Arquitectónica"
22132,Torre,01181080004,,,"Arqueológica, Arquitectónica"
22131,Castillo,01181080005,Granada,Jérez del Marquesado,"Arqueológica, Arquitectónica"
4186,Peñón de Al-Rutan,01181080007,Granada,Jérez del Marquesado,Arqueológica
4187,Los Puntales,01181080008,Granada,Jérez del Marquesado,Arqueológica
111,Vivienda 0009,01181080009,Granada,Jérez del Marquesado,Etnológica
110,Vivienda 0010,01181080010,Granada,Jérez del Marquesado,Etnológica
108,Vivienda 0011,01181080011,Granada,Jérez del Marquesado,Etnológica
9090,Molino Regas,01181080012,Granada,Jérez del Marquesado,Etnológica
9091,Molino Zurita,01181080013,Granada,Jérez del Marquesado,Etnológica
9092,Molino de Juan Matute,01181080014,Granada,Jérez del Marquesado,Etnológica
9093,Molino Terreros,01181080015,Granada,Jérez del Marquesado,Etnológica
9094,Molino de Luis Caracol,01181080016,Granada,Jérez del Marquesado,Etnológica
9095,Molino Felix Caro,01181080017,Granada,Jérez del Marquesado,Etnológica
22134,Torreón,01181080020,,,"Arqueológica, Arquitectónica"
22135,Fortaleza de Alrután,01181080021,Granada,Jérez del Marquesado,"Arqueológica, Arquitectónica"
192198,Fábrica de luz,01181080025,Granada,Jérez del Marquesado,"Arquitectónica, Etnológica"
184860,Ermita de la Señora de la Cabeza,01181080026,Granada,Jérez del Marquesado,"Arquitectónica, Etnológica"
196956,Núcleo Histórico de Jeréz del Marquesado,01181080039,Granada,Jérez del Marquesado,Arqueológica
196954,Los Caserones,01181080040,Granada,Jérez del Marquesado,Arqueológica
196953,Farusa,01181080041,Granada,Jérez del Marquesado,Arqueológica
196951,Cortijo de Juan Herrera,01181080042,Granada,Jérez del Marquesado,Arqueológica
196950,Herrerías de Jérez,01181080043,Granada,Jérez del Marquesado,Arqueológica
196948,Alcázar,01181080044,Granada,Jérez del Marquesado,Arqueológica
217122,Mina de cobre de Santa Constanza,01181080047,Granada,Jérez del Marquesado,"Arqueológica, Arquitectónica"
227451,La Cañada,01181080051,Granada,Jérez del Marquesado,Arqueológica
9096,Ermita de Bodíjar,01181090001,Granada,Jete,Arquitectónica
9097,Molino de Panseca,01181090002,Granada,Jete,Etnológica
9098,Iglesia Parroquial de la Inmaculada Concepción,01181110001,Granada,Jun,Arquitectónica
347572,Restos romanos Ramal de Jun,01181110003,,,Arqueológica
347268,Villa romana de Los Morquiles,01181110004,,,Arqueológica
19768,El Fuerte,01181120001,Granada,Juviles,Arqueológica
22289,Iglesia de San Sebastián,01181120003,Granada,Juviles,Arquitectónica
28155,Camino Viejo entre Juviles y Tímar,01181120005,Granada,"Juviles, Cástaras, Lobras","Arquitectónica, Etnológica"
109,Castillo de La Calahorra,01181140001,Granada,Calahorra (La),"Arqueológica, Arquitectónica"
106,Cementerio de San Gregorio,01181140002,Granada,Calahorra (La),Arquitectónica
107,Vivienda 0003,01181140003,Granada,Calahorra (La),Etnológica
9099,Vivienda 0004,01181140004,Granada,Calahorra (La),Etnológica
103,Vivienda 0005,01181140005,Granada,Calahorra (La),Etnológica
21597,Castillo árabe de La Calahorra,01181140008,Granada,Calahorra (La),"Arqueológica, Arquitectónica"
170844,Cortijo de Doña Elena y del Sobrestante,01181140009,,,"Arquitectónica, Etnológica"
170994,Cortijo del Administrador,01181140010,,,"Arquitectónica, Etnológica"
347520,GR-CAL-1,01181140012,,,Arqueológica
347287,La Venta,01181140013,,,Arqueológica
347605,Rambla de S Gregorio,01181140014,,,Arqueológica
96,Castillo de Láchar,01181150001,,,"Arqueológica, Arquitectónica"
347332,Láchar 2,01181150003,,,Arqueológica
347595,Láchar 3,01181150004,,,Arqueológica
347303,Láchar 4,01181150005,,,Arqueológica
347479,Villa romana de la Vega de Láchar,01181150006,,,Arqueológica
347485,Arroyo de Láchar,01181150007,,,Arqueológica
97,Castillo,01181160001,,,"Arqueológica, Arquitectónica"
9100,Hotel Parque,01181160002,Granada,Lanjarón,Arquitectónica
9101,Iglesia de la Encarnación,01181160003,Granada,Lanjarón,Arquitectónica
21790,Balneario de Lanjarón,01181160005,Granada,Lanjarón,Arquitectónica
170874,Cortijo de La Campana,01181160006,,,"Arquitectónica, Etnológica"
9102,Castillo del Barrio,01181170001,Granada,Lanteira,"Arqueológica, Arquitectónica"
22137,Castillo de la Reina,01181170002,Granada,Lanteira,"Arqueológica, Arquitectónica"
4188,El Bañuelo,01181170003,Granada,Lanteira,Arqueológica
98,Vivienda 0004,01181170004,,,Etnológica
91,Vivienda 0005,01181170005,,,Etnológica
92,Vivienda 0006,01181170006,,,Etnológica
22139,El Fuerte,01181170008,Granada,Lanteira,"Arqueológica, Arquitectónica"
29262,Balsa del Pueblo,01181170009,Granada,Lanteira,Etnológica
29265,Balsa Nueva,01181170010,Granada,Lanteira,Etnológica
217002,Iglesia de Nuestra Señora de la Anunciación,01181170012,Granada,Lanteira,Arquitectónica
227460,Barrio del Jarafi,01181170016,,,Arqueológica
227016,Benahaque,01181170017,Granada,Lanteira,Arqueológica
227013,Benizahala,01181170018,Granada,Lanteira,Arqueológica
347195,Cerro de las Minas,01181170019,,,Arqueológica
347471,Molino de Pepe 02,01181170020,,,Arqueológica
19769,Castillo de Lojuela,01181190003,Granada,Lecrín,"Arqueológica, Arquitectónica"
22143,Castillo de Mondújar,01181190004,Granada,Lecrín,"Arqueológica, Arquitectónica"
93,Iglesia Parroquial de Chite,01181190005,,,Arquitectónica
94,Iglesia Parroquial de Murchas,01181190006,,,Arquitectónica
95,Iglesia de la Inmaculada Concepción,01181190008,,,Arquitectónica
9103,Ermita de la Virgen de las Angustias,01181190010,,,Arquitectónica
14879,Termas Romanas de Feche,01181190011,Granada,Lecrín,Arqueológica
87,Cementerio de Talará,01181190012,,,Arquitectónica
88,Iglesia de San Juan Bautista,01181190013,,,Arquitectónica
14880,Cerro Alto,01181190015,Granada,Lecrín,Arqueológica
22142,Castillo de Chite,01181190019,Granada,Lecrín,"Arqueológica, Arquitectónica"
175690,Iglesia de San Antonio Abad,01181190021,,,"Arquitectónica, Etnológica"
175688,Plaza de la Ermita,01181190022,,,Etnológica
175687,Plaza de San Antón,01181190023,,,Etnológica
311735,Bancales de Nigüelas y almazara de La Erilla,01181190058,,,"Arquitectónica, Etnológica"
14881,Repecho de la Tinajilla,01181200001,Granada,Lentegí,Arqueológica
9105,Iglesia Parroquial,01181210001,Granada,Lobras,Arquitectónica
28139,Núcleo urbano de Tímar y zona de cultivos aterrazados,01181210002,Granada,Lobras,Arquitectónica
28148,Acequia Alta entre Lobras y Tímar,01181210003,,,Etnológica
28151,Minas Rodríguez Acosta,01181210004,Granada,Lobras,Todas
28154,Peñón Hundido,01181210005,Granada,"Lobras, Cástaras",Arqueológica
28162,Núcleo urbano de Lobras,01181210006,Granada,Lobras,Arquitectónica
28150,Minas de Retama,01181210008,Granada,"Lobras, Cástaras",Todas
89,Palacio de Narváez,01181220001,,,Arquitectónica
20174,Pósito,01181220002,Granada,Loja,Arquitectónica
90,Puente del Barrancón,01181220003,,,Arquitectónica
22145,Alcazaba,01181220004,Granada,Loja,"Arqueológica, Arquitectónica"
24029,Centro Histórico de Loja,01181220005,Granada,Loja,
138533,Jardines de Narváez,01181220006,Granada,Loja,Arquitectónica
84,Convento de Santa Clara,01181220007,,,Arquitectónica
85,Ermita del Calvario,01181220008,,,Arquitectónica
86,Iglesia Mayor de la Encarnación,01181220009,,,Arquitectónica
16953,Iglesia de San Gabriel,01181220010,Granada,Loja,Arquitectónica
16955,Iglesia de Santa Catalina,01181220011,Granada,Loja,Arquitectónica
79,Ermita de Nuestro Padre Jesús Nazareno,01181220012,,,Arquitectónica
80,Torre de Agigampi,01181220013,,,"Arqueológica, Arquitectónica"
4189,Cerro Pelado,01181220014,Granada,Loja,Arqueológica
14882,La Esperanza,01181220015,Granada,"Loja, Huétor Tájar",Arqueológica
4190,Cueva del Coquino,01181220016,Granada,Loja,Arqueológica
4191,Covacha de la Presa,01181220017,,,Arqueológica
14883,Hoya de La Gitana,01181220018,Granada,Loja,Arqueológica
14884,El Manzanil,01181220019,Granada,Loja,Arqueológica
4192,Sierra Martilla,01181220020,Granada,Loja,Arqueológica
22152,Torre de la Martilla,01181220023,Granada,Loja,"Arqueológica, Arquitectónica"
22147,Muralla Urbana,01181220024,,,"Arqueológica, Arquitectónica"
22149,Torre del Frontil,01181220025,Granada,Loja,"Arqueológica, Arquitectónica"
22151,Torre del Cortijo Viejo,01181220026,Granada,Loja,"Arqueológica, Arquitectónica"
22153,Torre del Aire,01181220027,Granada,Loja,"Arqueológica, Arquitectónica"
22154,Castillo del Cortijo del Aire,01181220028,Granada,Loja,"Arqueológica, Arquitectónica"
22155,Castillo de Turrus,01181220029,Granada,Loja,"Arqueológica, Arquitectónica"
22156,Torre de Abor,01181220030,Granada,Loja,"Arqueológica, Arquitectónica"
22157,Torre de la Palma,01181220031,Granada,Loja,"Arqueológica, Arquitectónica"
22159,Torre de Riofrío,01181220032,,,"Arqueológica, Arquitectónica"
22160,Torre del Rayo,01181220033,Granada,Loja,"Arqueológica, Arquitectónica"
22193,Torre de las Salinas,01181220034,Granada,Loja,"Arqueológica, Arquitectónica"
22194,Torre del Cerro Balcón,01181220035,Granada,Loja,"Arqueológica, Arquitectónica"
22281,Tajos de Lillo,01181220036,Granada,Loja,Arqueológica
170783,Casería de las Peñas de Santa Ana,01181220037,,,"Arquitectónica, Etnológica"
170773,Casería de Santa Catalina o Los Posteles,01181220038,,,"Arquitectónica, Etnológica"
170780,Casería del Ciprés,01181220039,,,"Arquitectónica, Etnológica"
170771,Casería Nueva,01181220040,,,"Arquitectónica, Etnológica"
170849,Cortijo de Alcaudique,01181220041,,,"Arquitectónica, Etnológica"
171027,Cortijo del Ángel,01181220042,,,"Arquitectónica, Etnológica"
171047,Cortijo del Pozo,01181220043,,,"Arquitectónica, Etnológica"
171040,Cortijo del Pulgar,01181220044,,,"Arquitectónica, Etnológica"
171096,Cortijo Gabarres,01181220045,,,"Arquitectónica, Etnológica"
171295,La Molineta,01181220046,,,"Arquitectónica, Etnológica"
23098,Casa el Jardín de Narváez,01181220047,Granada,Loja,"Arquitectónica, Etnológica"
198436,Cortijo del Cerco,01181220075,Granada,Loja,Arqueológica
198435,Cerro de la Estación,01181220076,Granada,Loja,Arqueológica
198434,El  Cortijillo,01181220077,Granada,Loja,Arqueológica
198433,Charco del Cortijillo,01181220078,Granada,Loja,Arqueológica
198351,Cortijo Cevico,01181220079,Granada,Loja,Arqueológica
217651,Cortijo del Calvillo,01181220081,,,Arqueológica
218286,Cortijo de la Torre,01181220084,Granada,Loja,Arqueológica
227468,La Esperanza II,01181220085,Granada,Loja,Arqueológica
227449,Tajo del Buho,01181220086,Granada,Loja,Arqueológica
252692,Puente en la C-334 sobre el río Frío en Loja,01181220087,,,Arquitectónica
252693,Puente en Ventas de Santa Bárbara sobre el río Frío,01181220088,,,Arquitectónica
347326,Los Barrancos,01181220090,,,Arqueológica
347582,Cortijo Isla-cantera,01181220092,,,Arqueológica
347084,Cortijo Isla,01181220093,,,Arqueológica
347408,Cortijo Valiente,01181220094,,,Arqueológica
347127,Cortijo Gata 36,01181220095,,,Arqueológica
347402,Tiravira-Las Rozuelas,01181220096,,,Arqueológica
347067,Loja 1,01181220097,,,Arqueológica
347455,Loja 2,01181220098,,,Arqueológica
347366,Loja 3,01181220099,,,Arqueológica
347077,Loja 4,01181220100,,,Arqueológica
347358,Loja 5,01181220101,,,Arqueológica
347090,El Arenal,01181220104,,,Arqueológica
347270,Los Esparragales,01181220105,,,Arqueológica
347523,Arroyo de Alcaudique,01181220106,,,Arqueológica
347206,Asentamiento Tajos de la Hiedra,01181220107,,,Arqueológica
347616,Cortijo Casarigüelas,01181220108,,,Arqueológica
347335,Sima de Las Moscas,01181220109,,,Arqueológica
347608,Cortijo de la Caridad,01181220110,,,Arqueológica
347232,Arroyo Salado,01181220111,,,Arqueológica
347243,Cerro de las Salinas,01181220112,,,Arqueológica
347507,La Sierrecilla,01181220113,,,Arqueológica
347282,Villa de Fuentealcaide,01181220114,,,Arqueológica
347492,El Cerrajón,01181220115,,,Arqueológica
347422,Vaguero,01181220116,,,Arqueológica
347516,Cortijo Narvaez,01181220117,,,Arqueológica
347267,El Ventorro,01181220120,,,Arqueológica
347550,Cortijo Calvillo 2,01181220121,,,Arqueológica
9106,Molino de la Herrería,01181230001,Granada,Lugros,Etnológica
347521,Loma Bernite,01181230003,,,Arqueológica
347258,Baños de la Reina S003,01181230004,,,Arqueológica
347530,Lomo del Perro,01181230005,,,Arqueológica
347246,Baños de la Reina,01181230006,,,Arqueológica
347541,Baños de la Reina 2,01181230007,,,Arqueológica
347148,Baños de la Reina S006,01181230008,,,Arqueológica
9107,Molino del Sol,01181240001,Granada,Lújar,Etnológica
81,Almazara del Aljibe,01181240002,,,Etnológica
82,Aljibe de las Cuevas,01181240003,,,Etnológica
20016,Torre Vigía,01181240005,Granada,Lújar,"Arqueológica, Arquitectónica"
9108,Iglesia Parroquial de la Inmaculada,01181260002,Granada,Malahá (La),Arquitectónica
4178,Termas de La Malahá,01181260003,Granada,Malahá (La),Arqueológica
14885,Inscripción honorifica de las Salinas,01181260004,,,"Arqueológica, Etnológica"
75,Vivienda 0005,01181260005,,,Etnológica
76,Vivienda 0006,01181260006,,,Etnológica
70,Vivienda 0007,01181260007,,,Etnológica
71,La Casa del Santo,01181260009,,,Etnológica
22196,Torre de La Malahá,01181260010,Granada,Malahá (La),"Arqueológica, Arquitectónica"
263861,Aljibe árabe de La Mahalá,01181260012,,,Todas
320326,Salinas,01181260013,,,Etnológica
320380,El Torreón de la Malahá,01181260014,,,Etnológica
320379,Alberca de Las Salinas,01181260015,,,Etnológica
320392,Puente de Las Salinas,01181260016,,,Arquitectónica
320393,Pozo-noria,01181260017,,,Arqueológica
320394,Necrópolis de Las Salinas,01181260018,,,Arqueológica
320417,Pilar y abrevadero (Cuesta de las Pilas),01181260019,,,Etnológica
320912,Complejo de las Salinas de La Malahá,01181260020,,,Todas
9065,Iglesia de la Encarnación,01181270001,Granada,Maracena,Arquitectónica
217713,Covarrón del Barranco del Rey Moro,01181280001,,,Arqueológica
347441,Las Eras,01181280003,,,Arqueológica
347239,Cerro Montual,01181280004,,,Arqueológica
347526,Cerro del Tesoro,01181280005,,,Arqueológica
72,Pósito del Pan,01181320011,,,Arquitectónica
68,Iglesia Parroquial Nuestra Señora de la Encarnación,01181320012,,,Arquitectónica
22198,Torre de la Solana,01181320015,Granada,Moclín,"Arqueológica, Arquitectónica"
22192,Torre de la Porqueriza,01181320016,Granada,Moclín,"Arqueológica, Arquitectónica"
4179,Cueva del Malalmuerzo,01181320019,Granada,Moclín,Arqueológica
19770,Castillo de Moclín,01181320020,Granada,Moclín,"Arqueológica, Arquitectónica"
14856,Torre de Mingoandrés,01181320021,Granada,Moclín,"Arqueológica, Arquitectónica"
14857,Necrópolis Megalítica de Tozar,01181320022,Granada,Moclín,Arqueológica
14858,Necrópolis Medieval de Tozar,01181320023,Granada,Moclín,Arqueológica
4180,Pandera Pino,01181320025,Granada,Moclín,Arqueológica
4181,Cueva de las Canteras,01181320026,Granada,Moclín,Arqueológica
14859,Sima del Puerto,01181320027,Granada,Moclín,Arqueológica
4182,Cueva del Goyino,01181320028,,,Arqueológica
4183,Cueva de Limones,01181320029,Granada,Moclín,Arqueológica
4172,Abrigo de la Cañada de Corcuela,01181320030,,,Arqueológica
14860,Cueva de la Araña,01181320031,Granada,Moclín,Arqueológica
4173,Cueva del Cortijo Hiedra Alta,01181320032,Granada,Moclín,Arqueológica
4174,Cueva del Hornillo de Solana,01181320033,,,Arqueológica
14861,Cuevas de las Vereas,01181320034,,,Arqueológica
14862,Cueva Zorrera de la Cañada Honda,01181320035,Granada,Moclín,Arqueológica
4175,Cuevas Bermejas,01181320036,Granada,Moclín,Arqueológica
14863,Abrigo de la Pedriza del Peñascal,01181320037,Granada,Moclín,Arqueológica
14864,Pileta de la Zorra,01181320038,Granada,Moclín,Arqueológica
4176,Puerto Lópe,01181320039,Granada,Moclín,Arqueológica
14866,Pedriza del Peñascal,01181320041,Granada,Moclín,Arqueológica
4177,Cortijo de Los Almendros,01181320042,Granada,Moclín,Arqueológica
14867,Tiena,01181320043,Granada,Moclín,Arqueológica
69,Vivienda 0044,01181320044,,,Etnológica
67,Vivienda 0045,01181320045,,,Etnológica
66,Vivienda 0047,01181320047,,,Etnológica
65,Vivienda 0048,01181320048,,,Etnológica
57,Vivienda 0049,01181320049,,,Etnológica
4165,Cueva de las Vereas I,01181320050,Granada,Moclín,Arqueológica
14868,Cueva de las Vereas II,01181320051,Granada,Moclín,Arqueológica
14869,Cueva de las Vereas III,01181320052,Granada,Moclín,Arqueológica
4166,Abrigo de Velilla,01181320053,Granada,Moclín,Arqueológica
4167,Abrigo del Cortijo de Pitar Alto,01181320054,Granada,Moclín,Arqueológica
14870,Cueva de la Araña I,01181320055,Granada,Moclín,Arqueológica
4168,Cueva de la Araña II,01181320056,Granada,Moclín,Arqueológica
22195,Torre del alto de la Torrecilla,01181320058,Granada,Moclín,"Arqueológica, Arquitectónica"
170834,Cortijo de Baeza,01181320059,,,"Arquitectónica, Etnológica"
198349,El Tesorillo,01181320073,Granada,Moclín,Arqueológica
198354,Las Veguillas,01181320107,Granada,Moclín,Arqueológica
198353,Puente del Barranco de Tiena,01181320108,Granada,Moclín,Arqueológica
218267,Nogueras del Cementerio,01181320110,Granada,Moclín,Arqueológica
218268,Loma de la Era del Amo,01181320111,Granada,Moclín,Arqueológica
218269,Cortijo del Rosaledo de Limones,01181320112,Granada,Moclín,Arqueológica
218272,Fuente Zarzadilla,01181320113,Granada,Moclín,Arqueológica
218273,Eras de Tózar,01181320114,Granada,Moclín,"Arqueológica, Etnológica"
218274,Cortijo de la Maleza,01181320115,Granada,Moclín,Arqueológica
218279,Fuente de Malalmuerzo,01181320116,Granada,Moclín,Arqueológica
218282,Haza de los Prados de Olivares,01181320117,Granada,Moclín,Arqueológica
218271,Olivares I,01181320118,Granada,Moclín,Arqueológica
218287,Olivares II,01181320119,Granada,Moclín,Arqueológica
218305,Los Corralitos,01181320120,Granada,Moclín,Arqueológica
218296,Cortijo de Enmedio,01181320121,Granada,Moclín,Arqueológica
218301,Cortijo Berbe Bajo de Olivares,01181320122,Granada,Moclín,Arqueológica
218313,Cerro del Tesorillo,01181320123,Granada,Moclín,Arqueológica
218289,Barranco Hondo de Limones,01181320124,,,Arqueológica
218265,El Tejar,01181320125,Granada,Moclín,Arqueológica
218309,Pedriza del Peñascal,01181320126,Granada,Moclín,Arqueológica
227446,Conjunto Arqueológico de Tózar,01181320127,Granada,Moclín,Arqueológica
252611,Puente en carretera local Tozar N-432 sobre el río Velillos,01181320128,,,Arquitectónica
291523,Fuente del Pilarejo,01181320129,,,Arqueológica
347228,Nido de Ametralladora Guerra Civil,01181320130,,,Arqueológica
347458,Pozo fortificado Guerra Civil,01181320131,,,Arqueológica
347086,El Culantrillo,01181320132,,,Arqueológica
347360,Culantrillo 2,01181320133,,,Arqueológica
347325,Las Trompetas,01181320134,,,Arqueológica
347614,Fuente del Chorrillo,01181320135,,,Arqueológica
347214,Zahúrda de Moclín,01181320136,,,Arqueológica
347490,Puerto Lope A-1,01181320137,,,Arqueológica
9066,Iglesia Parroquial de Santa Ana,01181330001,Granada,Molvízar,Arquitectónica
